"from_iso3","to_iso3","tc_spem"
"R_OEU","GBR",28.0204957495108
"R_OEU","GRC",31.0199966604224
"R_OEU","IDN",376.979747011022
"R_OEU","IND",180.419071359974
"R_OEU","MEX",332.886617142648
"R_OEU","NOR",34.563758439716
"R_OEU","NPL",350.821911093082
"R_OEU","RUS",62.4706555745392
"R_OEU","RWA",174.580145379746
"R_OEU","R_ASP",367.494437072329
"R_OEU","R_CSA",315.312595239921
"R_OEU","R_NEU",28.818662320307
"R_OEU","R_NMC",81.1852490325678
"R_OEU","R_OEU",34.2596197830137
"R_OEU","R_SSA",165.872697594851
"R_OEU","SWE",29.1122351970392
"R_OEU","TUR",37.9566666864543
"R_OEU","USA",244.892114056822
"R_SSA","ARG",341.938088745181
"R_SSA","AUS",340.564122725678
"R_SSA","BRA",341.938083750304
"R_SSA","CAN",378.013595200009
"R_SSA","CHN",340.564119114183
"R_SSA","COL",341.938093296516
"R_SSA","DEU",184.055361439273
"R_SSA","DNK",184.055370608403
"R_SSA","ETH",78.7141932250865
"R_SSA","FIN",184.055366442249
"R_SSA","GBR",192.465222081214
"R_SSA","GRC",184.05537016771
"R_SSA","IDN",340.564121963714
"R_SSA","IND",229.625875594051
"R_SSA","MEX",341.938090160554
"R_SSA","NOR",184.05537090524
"R_SSA","NPL",340.564122597793
"R_SSA","RUS",162.475265503184
"R_SSA","RWA",72.334704241869
"R_SSA","R_ASP",448.366174097751
"R_SSA","R_CSA",341.938091485
"R_SSA","R_NEU",162.475273598739
"R_SSA","R_NMC",167.683804172212
"R_SSA","R_OEU",171.345672491909
"R_SSA","R_SSA",115.916743305435
"R_SSA","SWE",184.055369863005
"R_SSA","TUR",162.475273631207
"R_SSA","USA",401.046389272865
"SWE","ARG",322.633897577798
"SWE","AUS",350.82191873583
"SWE","BRA",322.633892582921
"SWE","CAN",219.581834338437
"SWE","CHN",350.821884224631
"SWE","COL",322.633884797222
"SWE","DEU",63.7968771613881
"SWE","DNK",77.2565200174653
"SWE","ETH",174.579372322141
"SWE","FIN",112.513530595953
"SWE","GBR",25.7349648021005
"SWE","GRC",63.7968869199391
"SWE","IDN",350.821922555499
"SWE","IND",350.821897111041
"SWE","MEX",322.633896904454
"SWE","NOR",90.8376094825268
"SWE","NPL",350.821922278801
"SWE","RUS",50.5215377492437
"SWE","RWA",174.580168641953
"SWE","R_ASP",350.821853814164
"SWE","R_CSA",322.633896994209
"SWE","R_NEU",35.3198108924066
"SWE","R_NMC",92.142835041936
"SWE","R_OEU",30.503587831065
"SWE","R_SSA",175.140265904121
"SWE","SWE",40.6159137131223
"SWE","TUR",50.5215324520263
"SWE","USA",219.58182935659
"TUR","ARG",369.037145890759
"TUR","AUS",283.519124088422
"TUR","BRA",369.037140895882
"TUR","CAN",289.28572845563
"TUR","CHN",283.519085388562
"TUR","COL",369.037118811529
"TUR","DEU",48.7284688411033
"TUR","DNK",54.9732195074487
"TUR","ETH",153.128596558061
"TUR","FIN",53.0862858740897
"TUR","GBR",71.1549836124401
"TUR","GRC",156.708938810424
"TUR","IDN",283.519134898693
"TUR","IND",126.775555491216
"TUR","MEX",369.037143723254
"TUR","NOR",68.1936446558415
"TUR","NPL",283.519133795589
"TUR","RUS",55.693646363582
"TUR","RWA",153.129383444809
"TUR","R_ASP",341.708152284317
"TUR","R_CSA",372.120294109604
"TUR","R_NEU",36.6264043541417
"TUR","R_NMC",45.7509615098971
"TUR","R_OEU",38.1395140919574
"TUR","R_SSA",148.242983520924
"TUR","SWE",57.8751018619903
"TUR","TUR",71.286613610023
"TUR","USA",325.206105485826
"USA","ARG",153.774621359788
"USA","AUS",524.773548660768
"USA","BRA",239.202794755363
"USA","CAN",38.6160052086143
"USA","CHN",385.90533413559
"USA","COL",102.565857569105
"USA","DEU",228.841202847836
"USA","DNK",227.678638765297
"USA","ETH",442.116616781383
"USA","FIN",238.842839371709
"USA","GBR",198.443621075522
"USA","GRC",305.38246357039
"USA","IDN",573.579898099056
"USA","IND",465.930179090995
"USA","MEX",47.5438499058257
"USA","NOR",210.850513589596
"USA","NPL",435.26289230899
"USA","RUS",283.811497934408
"USA","RWA",463.875087317038
"USA","R_ASP",409.302256794014
"USA","R_CSA",115.850392979522
"USA","R_NEU",251.024569312186
"USA","R_NMC",339.17361075376
"USA","R_OEU",245.186035802567
"USA","R_SSA",373.96665450209
"USA","SWE",224.730004206355
"USA","TUR",306.830511840602
"USA","USA",70.5404570693468
